AU011858,            ONE,     00,
19760223, 0600,  , TD, 16.7S, 122.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760223, 1200,  , TD, 16.9S, 121.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760223, 1800,  , TD, 16.9S, 120.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 0000,  , TD, 17.0S, 119.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 0600,  , TD, 17.4S, 118.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 1200,  , TD, 17.9S, 117.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 1800,  , TD, 18.4S, 116.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 0000,  , TD, 18.9S, 115.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 0600,  , TD, 19.7S, 114.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 1200,  , TD, 20.7S, 113.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 1800,  , TD, 21.7S, 112.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 0000,  , TD, 22.7S, 112.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 0600,  , TD, 23.7S, 112.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 1200,  , TD, 24.6S, 112.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 1800,  , TD, 25.7S, 112.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 0000,  , TD, 27.0S, 112.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 0600,  , TD, 28.5S, 114.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 1200,  , TD, 30.1S, 116.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU061976,            COLIN,     00,
19760224, 0000,  , TD, 6.0S, 156.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 0600,  , TD, 6.0S, 157.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 1200,  , TD, 6.3S, 157.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760224, 1800,  , TD, 6.8S, 158.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 0000,  , TD, 7.4S, 158.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 0600,  , TD, 8.1S, 158.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 1200,  , TD, 8.8S, 158.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760225, 1800,  , TD, 9.6S, 158.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 0000,  , TD, 10.3S, 157.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 0600,  , TD, 10.8S, 157.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 1200,  , TD, 11.1S, 156.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760226, 1800,  , TD, 11.2S, 156.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 0000,  , TD, 11.3S, 155.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 0600,  , TD, 11.5S, 155.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 1200,  , TD, 11.7S, 154.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760227, 1800,  , TD, 12.0S, 154.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760228, 0000,  , TD, 12.6S, 154.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760228, 0600,  , TD, 13.3S, 154.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760228, 1200,  , TD, 14.1S, 155.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760228, 1800,  , TD, 14.8S, 155.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760229, 0000,  , TD, 15.6S, 155.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760229, 0600,  , TD, 16.7S, 155.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760229, 1200,  , TD, 17.8S, 155.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760229, 1800,  , TD, 18.9S, 155.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760301, 0000,  , TD, 20.0S, 155.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760301, 0600,  , TD, 20.9S, 155.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760301, 1200,  , TD, 21.7S, 155.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760301, 1800,  , TD, 22.6S, 155.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 0000,  , TD, 23.5S, 155.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 0600,  , TD, 24.4S, 154.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 1200,  , TD, 25.4S, 155.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 1800,  , TD, 26.5S, 156.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 0000,  , TD, 27.6S, 156.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 0600,  , TD, 28.4S, 157.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1200,  , TD, 29.2S, 158.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1800,  , TD, 30.1S, 158.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0000,  , TD, 31.1S, 158.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0600,  , TD, 32.2S, 158.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1200,  , TD, 33.4S, 158.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1800,  , TD, 34.6S, 157.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0000,  , TD, 35.9S, 156.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0600,  , TD, 37.2S, 156.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1200,  , TD, 38.5S, 155.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1800,  , TD, 40.0S, 154.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0000,  , TD, 41.8S, 154.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0600,  , TS, 42.2S, 152.2E,  60,  975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 1200,  , TS, 43.0S, 152.5E,  55,  980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 1800,  , TS, 44.6S, 153.0E,  47,  985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 0000,  , TS, 46.0S, 154.0E,  40,  990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 0600,  , TS, 46.3S, 155.4E,  40,  990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 1200,  , TS, 46.0S, 157.0E,  40,  990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU071976,            SEVEN,     00,
19760305, 1200,  , TD, 14.4S, 109.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1800,  , TD, 14.4S, 108.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0000,  , TD, 14.3S, 108.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU081976,            ALICE,     00,
19760302, 0600,  , TD, 14.9S, 115.4E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 1200,  , TD, 14.9S, 115.0E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760302, 1800,  , TD, 14.8S, 113.8E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 0000,  , TD, 14.7S, 112.3E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 0600,  , TD, 14.6S, 111.4E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1200,  , TD, 14.6S, 110.6E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1800,  , TD, 14.6S, 109.8E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0000,  , TD, 14.5S, 109.1E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0600,  , TD, 14.5S, 108.8E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1200,  , TD, 14.5S, 108.5E,  25, 1002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1800,  , TD, 14.5S, 108.4E,  25, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0000,  , TD, 14.4S, 108.4E,  25,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0600,  , TD, 14.4S, 109.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1200,  , TD, 14.3S, 109.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1800,  , TD, 14.2S, 108.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0000,  , TD, 14.2S, 108.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0600,  , TD, 14.4S, 107.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 1200,  , TD, 14.8S, 106.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 1800,  , TD, 15.5S, 105.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 0000,  , TD, 16.1S, 105.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 0600,  , TD, 16.5S, 104.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 1200,  , TD, 16.8S, 103.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760307, 1800,  , TD, 17.1S, 103.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760308, 0000,  , TD, 17.2S, 102.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760308, 0600,  , TD, 17.2S, 102.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760308, 1200,  , TD, 17.2S, 101.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760308, 1800,  , TD, 17.2S, 101.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 0000,  , TD, 17.1S, 100.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 0600,  , TD, 16.9S, 99.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 1200,  , TD, 16.5S, 98.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 1800,  , TD, 16.1S, 97.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0000,  , TD, 15.6S, 96.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0600,  , TD, 15.0S, 95.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1200,  , TD, 14.3S, 94.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1800,  , TD, 14.0S, 93.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0000,  , TD, 14.1S, 92.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0600,  , TD, 13.9S, 91.5E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1200,  , TD, 13.9S, 90.7E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1800,  , TD, 14.0S, 89.5E,  20, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0000,  , TD, 14.0S, 88.2E,  20, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0600,  , TD, 13.9S, 87.0E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1200,  , TD, 13.8S, 85.8E,  20, 1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1800,  , TD, 13.7S, 84.5E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 0000,  , TD, 13.5S, 83.2E,  20, 1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU091976,            NINE,     00,
19760303, 0000,  , TD, 12.4S, 115.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 0600,  , TD, 12.9S, 114.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1200,  , TD, 13.3S, 113.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760303, 1800,  , TD, 13.6S, 112.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0000,  , TD, 13.9S, 112.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0600,  , TD, 14.1S, 111.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1200,  , TD, 14.2S, 111.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1800,  , TD, 14.3S, 111.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0000,  , TD, 14.4S, 110.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU101976,            DAWN(SECONDA,     00,
19760304, 0000,  , TD, 17.5S, 145.5E,  30,  997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 0600,  , TD, 18.4S, 145.7E,  30,  995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1200,  , TD, 19.2S, 146.8E,  30,  995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760304, 1800,  , TD, 20.1S, 148.1E,  30,  995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0000,  , TD, 21.4S, 149.2E,  33,  993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 0600,  , TS, 22.6S, 150.6E,  50,  988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1200,  , TS, 23.9S, 152.1E,  50,  988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760305, 1800,  , TS, 25.2S, 153.5E,  49,  988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0000,  , TS, 26.9S, 154.2E,  43,  990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760306, 0600,  , TS, 28.7S, 155.1E,  34,  994, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU111976,            HOPE,     00,
19760309, 1200,  , TD, 13.0S, 166.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 1800,  , TD, 14.2S, 166.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0000,  , TD, 15.4S, 166.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0600,  , TD, 16.6S, 166.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1200,  , TD, 17.8S, 166.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1800,  , TD, 18.9S, 166.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0000,  , TD, 20.0S, 165.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0600,  , TD, 21.1S, 164.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1200,  , TD, 22.3S, 163.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1800,  , TD, 23.8S, 162.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0000,  , TD, 25.0S, 162.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0600,  , TD, 25.3S, 160.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1200,  , TD, 25.3S, 159.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1800,  , TD, 25.4S, 158.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 0000,  , TD, 25.4S, 156.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 0600,  , SS, 25.8S, 156.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 1200,  , SS, 25.9S, 156.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 1800,  , SS, 25.9S, 156.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 0000,  , SS, 26.0S, 156.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 0600,  , SS, 26.9S, 155.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 1200,  , SS, 28.2S, 156.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 1800,  , SS, 29.8S, 156.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 0000,  , SS, 31.0S, 157.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 0600,  , SS, 31.2S, 157.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 1200,  , SS, 31.1S, 157.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 1800,  , SS, 31.1S, 158.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 0000,  , SS, 31.1S, 158.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 0600,  , SS, 31.1S, 159.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 1200,  , SS, 31.1S, 159.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 1800,  , SS, 31.3S, 160.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 0000,  , SS, 31.8S, 161.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 0600,  , SS, 32.5S, 161.1E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 1200,  , SS, 33.2S, 160.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 1800,  , SS, 33.8S, 160.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760318, 0000,  , SS, 34.2S, 159.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760318, 0600,  , SS, 34.3S, 159.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760318, 1200,  , SS, 34.4S, 159.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760318, 1800,  , SS, 34.5S, 159.2E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760319, 0000,  , SS, 34.5S, 159.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU121976,            GEORGE,     00,
19760309, 1200,  , TD, 15.0S, 161.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760309, 1800,  , TD, 16.2S, 161.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0000,  , TD, 17.0S, 161.8E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 0600,  , TD, 17.4S, 161.6E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1200,  , TD, 17.8S, 161.3E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760310, 1800,  , TD, 18.2S, 160.9E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0000,  , TD, 18.5S, 160.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 0600,  , TD, 18.7S, 160.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1200,  , TD, 18.8S, 159.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760311, 1800,  , TD, 18.9S, 159.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0000,  , TD, 19.0S, 158.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 0600,  , TD, 19.5S, 157.5E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1200,  , TD, 20.3S, 156.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760312, 1800,  , TD, 21.3S, 155.7E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 0000,  , TD, 22.2S, 155.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 0600,  , TD, 22.1S, 153.4E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760313, 1200,  , TD, 21.0S, 151.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU131976,            LINDA,     00,
19760314, 0000,  , TD, 11.1S, 118.0E,  20, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 0600,  , TD, 11.2S, 118.4E,  20, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 1200,  , TD, 11.3S, 118.8E,  20, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760314, 1800,  , TD, 11.4S, 119.4E,  20, 1004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 0000,  , TD, 11.5S, 120.0E,  20, 1003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 0600,  , TD, 11.7S, 120.6E,  25, 1002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 1200,  , TD, 11.8S, 121.5E,  25, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760315, 1800,  , TD, 12.0S, 122.3E,  35,  998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 0000,  , TD, 12.2S, 123.0E,  40,  995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 0600,  , TD, 12.3S, 124.1E,  40,  995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 1200,  , TD, 12.4S, 125.6E,  35,  998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760316, 1800,  , TD, 12.6S, 126.9E,  30,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 0000,  , TD, 12.8S, 128.6E,  30,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19760317, 0600,  , TD, 13.3S, 130.6E,  30,  999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AU141976,            JAN,     00,
19760415, 0000,  , TD, 12.2S, 155.0E,  25, -999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
